﻿﻿﻿﻿﻿﻿﻿﻿﻿시즌/대회,소속팀,닉네임,국적,포지션,등급
Champions Tour 2024: China Kickoff,Trace Esports,heybay,HK,INITIATOR,C
Champions Tour 2024: China Kickoff,Trace Esports,Kai,CN,SENTINEL,B
Champions Tour 2024: China Kickoff,TYLOO,LuoK1ng,CN,CONTROLLER,B
Champions Tour 2024: China Kickoff,TYLOO,Ninebody,CN,DUELIST,A
Champions Tour 2024: China Kickoff,TYLOO,ICEKING,CN,SENTINEL,B
Champions Tour 2024: China Kickoff,TYLOO,AAK,CN,DUELIST,C
Champions Tour 2024: China Kickoff,TYLOO,zjc,CN,INITIATOR,D
Champions Tour 2024: China Kickoff,FunPlus Phoenix,AAAAY,CN,INITIATOR,B
Champions Tour 2024: China Kickoff,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Lysoar,CN,SENTINEL,C
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Life,CN,DUELIST,A
Champions Tour 2024: China Kickoff,Titan Esports Club,Rb,KR,SENTINEL,A
Champions Tour 2024: China Kickoff,Nova Esports,PangH,CN,DUELIST,D
Champions Tour 2024: China Kickoff,Nova Esports,o0o0o,CN,FLEX,C
Champions Tour 2024: China Kickoff,Nova Esports,OBONE,CN,CONTROLLER,C
Champions Tour 2024: China Kickoff,Nova Esports,cb,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,Nova Esports,GuanG,CN,DUELIST,A
Champions Tour 2024: China Kickoff,JD Gaming,stew,KR,DUELIST,A
Champions Tour 2024: China Kickoff,JD Gaming,Viva,CN,INITIATOR,B
Champions Tour 2024: China Kickoff,JD Gaming,jkuro,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,JD Gaming,YiHao,CN,CONTROLLER,D
Champions Tour 2024: China Kickoff,JD Gaming,MarT1n,CN,SENTINEL,B
Champions Tour 2024: China Kickoff,Titan Esports Club,QiuYe,CN,FLEX,C
Champions Tour 2024: China Kickoff,EDward Gaming,Smoggy,CN,INITIATOR,C
Champions Tour 2024: Masters Madrid,Karmine Corp,N4RRATE,US,INITIATOR,A
Champions Tour 2024: Masters Madrid,LOUD,Less,BR,SENTINEL,A
Champions Tour 2024: Masters Madrid,LOUD,tuyz,BR,CONTROLLER,B
Champions Tour 2024: Masters Madrid,Team Heretics,RieNs,TR,INITIATOR,A
Champions Tour 2024: Masters Madrid,Team Heretics,MiniBoo,LT,DUELIST,A
Champions Tour 2024: Masters Madrid,Sentinels,zekken,US,DUELIST,A
Champions Tour 2024: Masters Madrid,Sentinels,johnqt,MA,SENTINEL,A
Champions Tour 2024: Masters Madrid,Sentinels,TenZ,CA,INITIATOR,A
Champions Tour 2024: Masters Madrid,EDward Gaming,ZmjjKK,CN,DUELIST,B
Champions Tour 2024: Masters Madrid,Gen.G,Munchkin,KR,INITIATOR,C
Champions Tour 2024: Masters Madrid,Team Heretics,benjyfishy,GB,SENTINEL,B
Champions Tour 2024: Masters Madrid,Paper Rex,something,RU,DUELIST,B
Champions Tour 2024: Masters Madrid,Gen.G,Meteor,KR,DUELIST,A
Champions Tour 2024: Masters Madrid,Gen.G,Karon,KR,CONTROLLER,B
Champions Tour 2024: Masters Madrid,LOUD,cauanzin,BR,INITIATOR,B
Champions Tour 2024: Masters Madrid,Paper Rex,f0rsakeN,ID,FLEX,C
Champions Tour 2024: Masters Madrid,Karmine Corp,MAGNUM,CZ,INITIATOR,C
Champions Tour 2024: Masters Madrid,Gen.G,t3xture,KR,DUELIST,B
Champions Tour 2024: Masters Madrid,Karmine Corp,marteen,CZ,DUELIST,B
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,Autumn,AU,DUELIST,B
Champions Tour 2024: Masters Madrid,EDward Gaming,Smoggy,CN,INITIATOR,B
Champions Tour 2024: Masters Madrid,LOUD,saadhak,AR,INITIATOR,B
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,Life,CN,DUELIST,C
Champions Tour 2024: Masters Madrid,Paper Rex,d4v41,MY,SENTINEL,C
Champions Tour 2024: Masters Madrid,Sentinels,Zellsis,US,FLEX,C
Champions Tour 2024: Masters Madrid,Karmine Corp,sh1n,FR,CONTROLLER,B
Champions Tour 2024: Masters Madrid,LOUD,qck,BR,DUELIST,C
Champions Tour 2024: Masters Madrid,Sentinels,Sacy,BR,INITIATOR,C
Champions Tour 2024: Masters Madrid,EDward Gaming,CHICHOO,CN,SENTINEL,C
Champions Tour 2024: Masters Madrid,EDward Gaming,nobody,CN,INITIATOR,C
Champions Tour 2024: Masters Madrid,Paper Rex,Monyet,ID,CONTROLLER,C
Champions Tour 2024: Masters Madrid,Team Heretics,Boo,LT,CONTROLLER,C
Champions Tour 2024: Masters Madrid,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2024: Masters Madrid,EDward Gaming,Haodong,CN,CONTROLLER,C
Champions Tour 2024: Masters Madrid,Gen.G,Lakia,KR,INITIATOR,C
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,Lysoar,CN,CONTROLLER,D
Champions Tour 2024: Masters Madrid,Team Heretics,paTiTek,PL,INITIATOR,C
Champions Tour 2024: Masters Madrid,Karmine Corp,tomaszy,PT,CONTROLLER,D
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,BerLIN,TW,CONTROLLER,D
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,AAAAY,CN,INITIATOR,D
Champions Tour 2024: EMEA Stage 1,BBL Esports,Elite,TR,SENTINEL,A
Champions Tour 2024: EMEA Stage 1,Fnatic,Leo,SE,INITIATOR,A
Champions Tour 2024: EMEA Stage 1,Team Heretics,benjyfishy,GB,SENTINEL,B
Champions Tour 2024: EMEA Stage 1,FUT Esports,cNed,TR,SENTINEL,A
Champions Tour 2024: EMEA Stage 1,NaVi,Shao,UN,CONTROLLER,A
Champions Tour 2024: EMEA Stage 1,Gentle Mates,nataNk,FR,DUELIST,B
Champions Tour 2024: EMEA Stage 1,Karmine Corp,tomaszy,PT,SENTINEL,A
Champions Tour 2024: EMEA Stage 1,Team Vitality,Sayf,SE,SENTINEL,A
Champions Tour 2024: EMEA Stage 1,FUT Esports,qRaxs,TR,FLEX,B
Champions Tour 2024: EMEA Stage 1,NaVi,ardiis,LV,INITIATOR,A
Champions Tour 2024: EMEA Stage 1,FUT Esports,MrFaliN,TR,INITIATOR,B
Champions Tour 2024: EMEA Stage 1,Karmine Corp,N4RRATE,US,INITIATOR,A
Champions Tour 2024: EMEA Stage 1,Fnatic,Alfajer,TR,SENTINEL,B
Champions Tour 2024: EMEA Stage 1,Fnatic,Chronicle,RU,INITIATOR,B
Champions Tour 2024: EMEA Stage 1,Team Heretics,Wo0t,TR,INITIATOR,B
Champions Tour 2024: EMEA Stage 1,Team Vitality,trexx,RU,CONTROLLER,A
Champions Tour 2024: EMEA Stage 1,GIANTX,purp0,RU,DUELIST,C
Champions Tour 2024: EMEA Stage 1,Team Liquid,keiko,GB,DUELIST,B
Champions Tour 2024: EMEA Stage 1,Team Liquid,nAts,RU,SENTINEL,B
Champions Tour 2024: EMEA Stage 1,Movistar KOI,grubinho,PL,CONTROLLER,A
Champions Tour 2024: EMEA Stage 1,NaVi,SUYGETSU,UN,SENTINEL,B
Champions Tour 2024: EMEA Stage 1,FUT Esports,yetujey,TR,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,Team Heretics,MiniBoo,LT,DUELIST,B
Champions Tour 2024: EMEA Stage 1,Karmine Corp,marteen,CZ,DUELIST,B
Champions Tour 2024: EMEA Stage 1,Movistar KOI,sheydos,RU,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,Gentle Mates,logaN,FR,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,GIANTX,Cloud,RU,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Team Heretics,RieNs,TR,INITIATOR,B
Champions Tour 2024: EMEA Stage 1,Fnatic,Derke,FI,DUELIST,B
Champions Tour 2024: EMEA Stage 1,BBL Esports,QutionerX,TR,DUELIST,A
Champions Tour 2024: EMEA Stage 1,NaVi,Zyppan,SE,DUELIST,A
Champions Tour 2024: EMEA Stage 1,BBL Esports,Brave,TR,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,Movistar KOI,starxo,PL,INITIATOR,B
Champions Tour 2024: EMEA Stage 1,GIANTX,Fit1nho,ES,DUELIST,C
Champions Tour 2024: EMEA Stage 1,GIANTX,hoody,FI,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,Team Liquid,Enzo,FR,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Karmine Corp,MAGNUM,CZ,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Team Liquid,Mistic,GB,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,Team Vitality,ceNder,LT,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,Team Liquid,Jamppi,FI,SENTINEL,B
Champions Tour 2024: EMEA Stage 1,Team Heretics,Boo,LT,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,Movistar KOI,kamo,PL,DUELIST,C
Champions Tour 2024: EMEA Stage 1,BBL Esports,pAura,TR,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Karmine Corp,sh1n,FR,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,NaVi,ANGE1,UA,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Team Heretics,paTiTek,PL,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,Team Vitality,Kicks,EE,SENTINEL,C
Champions Tour 2024: EMEA Stage 1,Team Vitality,runneR,MK,DUELIST,C
Champions Tour 2024: EMEA Stage 1,FUT Esports,AtaKaptan,TR,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,BBL Esports,reazy,TR,INITIATOR,D
Champions Tour 2024: EMEA Stage 1,Gentle Mates,beyAz,FR,INITIATOR,C
Champions Tour 2024: EMEA Stage 1,Fnatic,Boaster,GB,CONTROLLER,C
Champions Tour 2024: EMEA Stage 1,GIANTX,Redgar,RU,FLEX,D
Champions Tour 2024: EMEA Stage 1,Gentle Mates,TakaS,FR,DUELIST,D
Champions Tour 2024: EMEA Stage 1,Movistar KOI,ShadoW,SE,INITIATOR,D
Champions Tour 2024: EMEA Stage 1,Gentle Mates,Wailers,FR,CONTROLLER,D
Champions Tour 2024: Pacific Stage 1,RRQ,Jemkin,RU,DUELIST,A
Champions Tour 2024: Pacific Stage 1,Kiwoom DRX,MaKo,KR,CONTROLLER,A
Champions Tour 2024: Pacific Stage 1,Kiwoom DRX,BeYN,KR,FLEX,A
Champions Tour 2024: Pacific Stage 1,ZETA DIVISION,Laz,JP,SENTINEL,B
Champions Tour 2024: Pacific Stage 1,Gen.G,t3xture,KR,DUELIST,A
Champions Tour 2024: Pacific Stage 1,Paper Rex,something,RU,DUELIST,A
Champions Tour 2024: Pacific Stage 1,Paper Rex,d4v41,MY,FLEX,A
Champions Tour 2024: Pacific Stage 1,Team Secret,invy,PH,INITIATOR,A
Champions Tour 2024: Pacific Stage 1,Bleed Esports,sScary,TH,CONTROLLER,A
Champions Tour 2024: Pacific Stage 1,Talon Esports,JitBoyS,TH,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,Paper Rex,Jinggg,SG,DUELIST,A
Champions Tour 2024: Pacific Stage 1,ZETA DIVISION,Dep,JP,DUELIST,B
Champions Tour 2024: Pacific Stage 1,Team Secret,Jremy,PH,DUELIST,A
Champions Tour 2024: Pacific Stage 1,Kiwoom DRX,Foxy9,KR,SENTINEL,B
Champions Tour 2024: Pacific Stage 1,RRQ,Lmemore,ID,INITIATOR,B
Champions Tour 2024: Pacific Stage 1,Paper Rex,mindfreak,ID,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,Paper Rex,f0rsakeN,ID,FLEX,A
Champions Tour 2024: Pacific Stage 1,Gen.G,Munchkin,KR,INITIATOR,B
Champions Tour 2024: Pacific Stage 1,T1,Rossy,US,INITIATOR,B
Champions Tour 2024: Pacific Stage 1,Global Esports,Lightningfast,IN,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,Gen.G,Karon,KR,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,ZETA DIVISION,yuran,JP,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Kiwoom DRX,BuZz,KR,DUELIST,A
Champions Tour 2024: Pacific Stage 1,DFM,Meiy,JP,DUELIST,B
Champions Tour 2024: Pacific Stage 1,Team Secret,BORKUM,PH,CONTROLLER,C
Champions Tour 2024: Pacific Stage 1,RRQ,xffero,ID,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,Team Secret,JessieVash,PH,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Global Esports,blaZek1ng,ID,CONTROLLER,B
Champions Tour 2024: Pacific Stage 1,Talon Esports,ban,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Global Esports,Polvi,FI,DUELIST,B
Champions Tour 2024: Pacific Stage 1,Global Esports,Russ,GB,INITIATOR,B
Champions Tour 2024: Pacific Stage 1,Gen.G,Meteor,KR,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,Kiwoom DRX,stax,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,T1,xccurate,ID,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,Talon Esports,Governor,KR,DUELIST,C
Champions Tour 2024: Pacific Stage 1,Talon Esports,lenne,SG,INITIATOR,B
Champions Tour 2024: Pacific Stage 1,T1,Sayaplayer,KR,DUELIST,B
Champions Tour 2024: Pacific Stage 1,Bleed Esports,Zest,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Gen.G,Lakia,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Talon Esports,Surf,TH,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,T1,iZu,KR,FLEX,C
Champions Tour 2024: Pacific Stage 1,Talon Esports,Crws,TH,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Team Secret,NDG,PH,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,DFM,Anthem,JP,INITIATOR,D
Champions Tour 2024: Pacific Stage 1,DFM,Medusa,KR,CONTROLLER,C
Champions Tour 2024: Pacific Stage 1,T1,carpe,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Global Esports,Benkai,SG,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,Bleed Esports,Retla,SG,SENTINEL,C
Champions Tour 2024: Pacific Stage 1,DFM,SSeeS,JP,CONTROLLER,D
Champions Tour 2024: Pacific Stage 1,RRQ,Estrella,KR,CONTROLLER,C
Champions Tour 2024: Pacific Stage 1,Bleed Esports,Deryeon,SG,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,Bleed Esports,yay,US,DUELIST,C
Champions Tour 2024: Pacific Stage 1,DFM,neth,JP,SENTINEL,D
Champions Tour 2024: Pacific Stage 1,ZETA DIVISION,hiroronn,JP,INITIATOR,C
Champions Tour 2024: Pacific Stage 1,RRQ,fl1pzjder,ID,FLEX,D
Champions Tour 2024: Pacific Stage 1,RRQ,2GE,PH,CONTROLLER,D
Champions Tour 2024: Americas Stage 1,Leviatán,aspas,BR,DUELIST,A
Champions Tour 2024: Americas Stage 1,Cloud9,OXY,US,DUELIST,A
Champions Tour 2024: Americas Stage 1,100 Thieves,Cryocells,US,CONTROLLER,A
Champions Tour 2024: Americas Stage 1,100 Thieves,eeiu,CA,INITIATOR,A
Champions Tour 2024: Americas Stage 1,100 Thieves,bang,US,CONTROLLER,A
Champions Tour 2024: Americas Stage 1,KRÜ Esports,heat,BR,INITIATOR,A
Champions Tour 2024: Americas Stage 1,Sentinels,TenZ,CA,INITIATOR,A
Champions Tour 2024: Americas Stage 1,G2 Esports,valyn,US,CONTROLLER,A
Champions Tour 2024: Americas Stage 1,LOUD,Less,BR,SENTINEL,B
Champions Tour 2024: Americas Stage 1,KRÜ Esports,keznit,CL,DUELIST,A
Champions Tour 2024: Americas Stage 1,Leviatán,kiNgg,CL,CONTROLLER,B
Champions Tour 2024: Americas Stage 1,G2 Esports,trent,US,INITIATOR,B
Champions Tour 2024: Americas Stage 1,G2 Esports,leaf,US,SENTINEL,B
Champions Tour 2024: Americas Stage 1,100 Thieves,Asuna,US,INITIATOR,A
Champions Tour 2024: Americas Stage 1,Sentinels,johnqt,MA,SENTINEL,B
Champions Tour 2024: Americas Stage 1,Cloud9,runi,US,INITIATOR,B
Champions Tour 2024: Americas Stage 1,Evil Geniuses,NaturE,US,SENTINEL,B
Champions Tour 2024: Americas Stage 1,KRÜ Esports,Shyy,CL,SENTINEL,B
Champions Tour 2024: Americas Stage 1,Sentinels,zekken,US,DUELIST,A
Champions Tour 2024: Americas Stage 1,FURIA,nzr,AR,INITIATOR,C
Champions Tour 2024: Americas Stage 1,Sentinels,Zellsis,US,SENTINEL,B
Champions Tour 2024: Americas Stage 1,NRG,Ethan,US,FLEX,B
Champions Tour 2024: Americas Stage 1,KRÜ Esports,Melser,CL,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,Leviatán,Mazino,CL,INITIATOR,B
Champions Tour 2024: Americas Stage 1,NRG,crashies,US,INITIATOR,B
Champions Tour 2024: Americas Stage 1,Evil Geniuses,Derrek,US,INITIATOR,C
Champions Tour 2024: Americas Stage 1,LOUD,tuyz,BR,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,Cloud9,Xeppaa,US,INITIATOR,B
Champions Tour 2024: Americas Stage 1,LOUD,cauanzin,BR,INITIATOR,B
Champions Tour 2024: Americas Stage 1,Cloud9,moose,CA,SENTINEL,C
Champions Tour 2024: Americas Stage 1,G2 Esports,JonahP,CA,INITIATOR,B
Champions Tour 2024: Americas Stage 1,NRG,Victor,US,FLEX,C
Champions Tour 2024: Americas Stage 1,NRG,Marved,CA,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,Evil Geniuses,jawgemo,KH,DUELIST,C
Champions Tour 2024: Americas Stage 1,MIBR,frz,BR,SENTINEL,C
Champions Tour 2024: Americas Stage 1,Leviatán,tex,DE,SENTINEL,C
Champions Tour 2024: Americas Stage 1,NRG,Demon1,US,DUELIST,B
Champions Tour 2024: Americas Stage 1,Sentinels,Sacy,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 1,Evil Geniuses,supamen,US,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,LOUD,saadhak,AR,INITIATOR,C
Champions Tour 2024: Americas Stage 1,G2 Esports,icy,US,DUELIST,C
Champions Tour 2024: Americas Stage 1,MIBR,artzin,BR,DUELIST,C
Champions Tour 2024: Americas Stage 1,MIBR,jzz,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 1,Leviatán,C0M,US,INITIATOR,C
Champions Tour 2024: Americas Stage 1,KRÜ Esports,Klaus,AR,INITIATOR,B
Champions Tour 2024: Americas Stage 1,Evil Geniuses,Apoth,CA,CONTROLLER,D
Champions Tour 2024: Americas Stage 1,FURIA,Khalil,BR,SENTINEL,C
Champions Tour 2024: Americas Stage 1,Cloud9,vanity,US,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,MIBR,RgLMeister,BR,CONTROLLER,C
Champions Tour 2024: Americas Stage 1,100 Thieves,Boostio,US,SENTINEL,C
Champions Tour 2024: Americas Stage 1,FURIA,mwzera,BR,DUELIST,C
Champions Tour 2024: Americas Stage 1,LOUD,qck,BR,DUELIST,D
Champions Tour 2024: Americas Stage 1,FURIA,havoc,BR,INITIATOR,D
Champions Tour 2024: Americas Stage 1,FURIA,kon4n,BR,INITIATOR,D
Champions Tour 2024: Americas Stage 1,MIBR,mazin,BR,INITIATOR,D
Champions Tour 2024: China Stage 1,Bilibili Gaming,whzy,CN,DUELIST,A
Champions Tour 2024: China Stage 1,Nova Esports,cb,CN,INITIATOR,B
Champions Tour 2024: China Stage 1,EDward Gaming,nobody,CN,INITIATOR,B
Champions Tour 2024: China Stage 1,EDward Gaming,CHICHOO,CN,SENTINEL,C
Champions Tour 2024: China Stage 1,EDward Gaming,Smoggy,CN,DUELIST,B
Champions Tour 2024: China Stage 1,JD Gaming,stew,KR,DUELIST,B
Champions Tour 2024: China Stage 1,JD Gaming,Viva,CN,INITIATOR,A
Champions Tour 2024: China Stage 1,JD Gaming,YHchen,TW,INITIATOR,C
Champions Tour 2024: China Stage 1,JD Gaming,YiHao,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,JD Gaming,MarT1n,CN,SENTINEL,C
Champions Tour 2024: China Stage 1,Nova Esports,SWERL,AU,DUELIST,A
Champions Tour 2024: China Stage 1,Nova Esports,o0o0o,CN,INITIATOR,C
Champions Tour 2024: China Stage 1,Nova Esports,OBONE,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,Nova Esports,GuanG,CN,FLEX,C
Champions Tour 2024: China Stage 1,EDward Gaming,Haodong,CN,FLEX,D
Champions Tour 2024: China Stage 1,Trace Esports,FengF,CN,FLEX,A
Champions Tour 2024: China Stage 1,Trace Esports,LuoK1ng,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,Trace Esports,YOU,HK,INITIATOR,C
Champions Tour 2024: China Stage 1,Trace Esports,heybay,HK,FLEX,C
Champions Tour 2024: China Stage 1,Trace Esports,Kai,CN,SENTINEL,B
Champions Tour 2024: China Stage 1,FunPlus Phoenix,AAAAY,CN,INITIATOR,B
Champions Tour 2024: China Stage 1,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Lysoar,CN,SENTINEL,B
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Autumn,AU,DUELIST,B
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Life,CN,DUELIST,A
Champions Tour 2024: China Stage 1,JD Gaming,jkuro,CN,CONTROLLER,A
Champions Tour 2024: China Stage 1,Bilibili Gaming,Levius,CN,INITIATOR,D
Champions Tour 2024: China Stage 1,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2024: China Stage 1,All Gamers,Spitfires,CN,DUELIST,B
Champions Tour 2024: China Stage 1,Bilibili Gaming,Biank,CN,INITIATOR,C
Champions Tour 2024: China Stage 1,Wolves Esports,Yuicaw,TW,FLEX,B
Champions Tour 2024: China Stage 1,Bilibili Gaming,Knight,CN,SENTINEL,B
Champions Tour 2024: China Stage 1,Bilibili Gaming,yosemite,CN,SENTINEL,B
Champions Tour 2024: China Stage 1,Bilibili Gaming,B3ar,CN,CONTROLLER,D
Champions Tour 2024: China Stage 1,TYLOO,Eren,CN,FLEX,B
Champions Tour 2024: China Stage 1,TYLOO,ICEKING,CN,INITIATOR,C
Champions Tour 2024: China Stage 1,TYLOO,AAK,CN,DUELIST,A
Champions Tour 2024: China Stage 1,TYLOO,Flex1n,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,TYLOO,zjc,CN,SENTINEL,A
Champions Tour 2024: China Stage 1,Wolves Esports,pl1xx,AU,INITIATOR,D
Champions Tour 2024: China Stage 1,Wolves Esports,Spring,TW,DUELIST,B
Champions Tour 2024: China Stage 1,Wolves Esports,balua,CN,CONTROLLER,B
Champions Tour 2024: China Stage 1,Wolves Esports,coldfish,CN,SENTINEL,C
Champions Tour 2024: China Stage 1,Titan Esports Club,Rb,KR,DUELIST,A
Champions Tour 2024: China Stage 1,All Gamers,deLb,ID,SENTINEL,A
Champions Tour 2024: China Stage 1,Titan Esports Club,AC,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,Titan Esports Club,Abo,CN,DUELIST,B
Champions Tour 2024: China Stage 1,Titan Esports Club,kawaii,CN,SENTINEL,C
Champions Tour 2024: China Stage 1,Titan Esports Club,LockM,CN,INITIATOR,D
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,Nicc,TW,INITIATOR,C
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,TvirusLuke,TW,DUELIST,B
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,vo0kashu,RU,SENTINEL,A
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,Shion7,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,nizhaoTZH,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,All Gamers,sword9,CN,INITIATOR,C
Champions Tour 2024: China Stage 1,All Gamers,bunt,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,All Gamers,monk,CN,CONTROLLER,C
Champions Tour 2024: China Stage 1,Nova Esports,PangH,CN,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,Team Heretics,Boo,LT,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,EDward Gaming,nobody,CN,INITIATOR,D
Champions Tour 2024: Masters Shanghai,Gen.G,Meteor,KR,SENTINEL,A
Champions Tour 2024: Masters Shanghai,Gen.G,Karon,KR,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,Leviatán,C0M,US,INITIATOR,D
Champions Tour 2024: Masters Shanghai,Leviatán,tex,DE,SENTINEL,A
Champions Tour 2024: Masters Shanghai,Leviatán,Mazino,CL,CONTROLLER,B
Champions Tour 2024: Masters Shanghai,Leviatán,aspas,BR,DUELIST,A
Champions Tour 2024: Masters Shanghai,Leviatán,kiNgg,CL,CONTROLLER,B
Champions Tour 2024: Masters Shanghai,Paper Rex,Jinggg,SG,DUELIST,B
Champions Tour 2024: Masters Shanghai,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,Paper Rex,f0rsakeN,ID,INITIATOR,C
Champions Tour 2024: Masters Shanghai,Paper Rex,d4v41,MY,SENTINEL,C
Champions Tour 2024: Masters Shanghai,Paper Rex,something,RU,DUELIST,A
Champions Tour 2024: Masters Shanghai,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2024: Masters Shanghai,Gen.G,Munchkin,KR,INITIATOR,C
Champions Tour 2024: Masters Shanghai,EDward Gaming,Haodong,CN,SENTINEL,D
Champions Tour 2024: Masters Shanghai,EDward Gaming,Smoggy,CN,CONTROLLER,A
Champions Tour 2024: Masters Shanghai,EDward Gaming,CHICHOO,CN,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,100 Thieves,Asuna,US,INITIATOR,B
Champions Tour 2024: Masters Shanghai,100 Thieves,Boostio,US,SENTINEL,C
Champions Tour 2024: Masters Shanghai,100 Thieves,eeiu,CA,INITIATOR,C
Champions Tour 2024: Masters Shanghai,100 Thieves,bang,US,CONTROLLER,B
Champions Tour 2024: Masters Shanghai,100 Thieves,Cryocells,US,FLEX,B
Champions Tour 2024: Masters Shanghai,Fnatic,Boaster,GB,CONTROLLER,D
Champions Tour 2024: Masters Shanghai,Fnatic,Chronicle,RU,INITIATOR,C
Champions Tour 2024: Masters Shanghai,Fnatic,Leo,SE,INITIATOR,C
Champions Tour 2024: Masters Shanghai,Fnatic,Derke,FI,DUELIST,A
Champions Tour 2024: Masters Shanghai,Gen.G,t3xture,KR,DUELIST,A
Champions Tour 2024: Masters Shanghai,Gen.G,Lakia,KR,INITIATOR,C
Champions Tour 2024: Masters Shanghai,Team Heretics,RieNs,TR,INITIATOR,B
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Lysoar,CN,CONTROLLER,D
Champions Tour 2024: Masters Shanghai,Team Heretics,paTiTek,PL,INITIATOR,B
Champions Tour 2024: Masters Shanghai,Team Heretics,Wo0t,TR,DUELIST,A
Champions Tour 2024: Masters Shanghai,Team Heretics,benjyfishy,GB,SENTINEL,C
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,vo0kashu,RU,SENTINEL,A
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,nizhaoTZH,CN,CONTROLLER,B
